price,rooms,area,floor,District,longitude,latitude,building size (floors)
850,2,42.81,3,Visoriai,25.2500488,54.7434059,5
600,2,34.0,2,Viršuliškės,25.2261676,54.7068117,5
1399,4,107.0,4,Antakalnis,25.3092627,54.6920042,4
800,2,46.0,4,Žvėrynas,25.2538475,54.6997206,6
650,2,50.0,7,Karoliniškės,25.21827851645063,54.6953297,9
500,2,51.0,1,Pašilaičiai,25.2372018,54.7296563,9
520,1,36.16,1,Jeruzalė,25.2732963,54.7452091,6
410,1,25.0,6,Pašilaičiai,25.2107630181918,54.73645825,7
1200,3,72.0,3,Naujamiestis,25.264768,54.680141,4
1200,2,69.0,5,Naujamiestis,25.264768,54.680141,6
1100,2,46.0,5,Šeškinė,25.2540264,54.7068111,7
1250,2,47.49,3,Žvėrynas,25.2456843,54.6987056,3
600,3,66.0,1,Pašilaičiai,25.227281380275763,54.7298632,9
650,1,27.0,2,Užupis,25.2923965,54.6805074,3
1500,3,100.0,2,Senamiestis,25.2863789192852,54.6829713,3
700,1,90.0,1,Naujamiestis,25.264768,54.680141,3
400,1,17.0,2,Naujamiestis,25.2707414,54.6781128,5
1000,1,40.4,1,Senamiestis,25.2806889,54.6805537,4
800,2,60.0,1,Pavilnys,25.354774,54.678549,3
780,3,58.0,5,Vilkpėdė,25.246189,54.669892,5
400,1,31.0,1,Pavilnys,25.3617204,54.6717132,3
830,2,53.0,5,Rasos,25.3180472,54.6763855,6
1450,3,69.0,4,Senamiestis,25.2921767,54.6776383,4
749,1,43.0,2,Naujamiestis,25.264768,54.680141,4
890,2,52.0,5,Naujamiestis,25.254835,54.670731,7
560,2,71.0,2,Šnipiškės,25.2668422,54.7044446,3
590,2,45.0,3,Šiaurės miestelis,25.3045857,54.71086,5
1250,3,98.0,4,Žvėrynas,25.2494676,54.7009206,4
600,1,25.0,2,Senamiestis,25.287693,54.683127,3
550,1,28.0,5,Baltupiai,25.265448944117644,54.73593325,8
1270,2,46.0,3,Paupys,25.3032805,54.6786994,3
480,3,67.0,3,Fabijoniškės,25.246433,54.731814,5
1050,2,37.89,2,Paupys,25.3025487,54.6785287,4
490,1,20.0,4,Žvėrynas,25.2575185,54.6955659,5
790,2,55.0,2,Senamiestis,25.2921767,54.6776383,3
870,2,45.1,5,Markučiai,25.319347221199315,54.67545065,5
499,1,30.0,1,Valakampiai,25.3069084,54.742593,4
330,1,9.0,5,Naujamiestis,25.2585443,54.6749755,5
540,3,65.0,1,Justiniškės,25.2228709,54.7211373,5
730,2,61.0,2,Šiaurės miestelis,25.304586,54.71086,7
1600,6,250.0,4,Pašilaičiai,25.2372018,54.7296563,4
935,2,46.0,1,Senamiestis,25.287693,54.683127,3
750,2,40.0,1,Senamiestis,25.2891632,54.6820404,3
549,2,48.0,2,Žirmūnai,25.2885331,54.703226,5
549,2,60.0,9,Šnipiškės,25.285138,54.6966918,10
580,2,35.0,1,Šnipiškės,25.2688417,54.6994753,3
690,2,63.94,3,Naujamiestis,25.2659857,54.6866673,3
380,1,15.0,1,Naujamiestis,25.2773652,54.6752051,4
350,1,30.0,2,Šnipiškės,25.273601,54.697375,5
1350,4,75.0,1,Kalnėnai,25.341432,54.6496628,3
849,2,50.0,2,Antakalnis,25.3171585,54.7195619,6
800,2,36.5,2,Senamiestis,25.2964286,54.6765474,3
849,2,54.81,2,Senamiestis,25.287693,54.683127,5
330,1,22.0,5,Antakalnis,25.311821157774403,54.71195935,9
870,3,60.0,2,Rasos,25.2976897,54.6703948,2
630,2,60.0,4,Pašilaičiai,25.2316746,54.7314012,5
800,2,41.0,8,Šnipiškės,25.2706146,54.6975998,16
550,1,41.0,1,Šiaurės miestelis,25.304586,54.71086,8
300,1,30.0,3,Naujamiestis,25.2753772,54.6767869,7
550,3,67.0,6,Pašilaičiai,25.2253933,54.7259967,9
850,2,47.0,5,Žvėrynas,25.2546691,54.6981251,5
500,2,52.0,9,Šeškinė,25.2388274,54.7123434,9
690,2,43.0,4,Naujamiestis,25.2629171,54.6806792,5
500,2,55.0,4,Žvėrynas,25.251407,54.6916327,5
480,2,50.0,3,Žirmūnai,25.3050482,54.7157121,5
900,4,95.0,22,Viršuliškės,25.2171297,54.7013381,23
1850,3,96.52,5,Senamiestis,25.2824605,54.6865081,5
1500,3,146.0,23,Šnipiškės,25.2706146,54.6975998,27
540,1,34.0,5,Viršuliškės,25.2261676,54.7068117,5
700,2,47.0,2,Užupis,25.3035011,54.6837083,3
570,1,36.0,3,Žirmūnai,25.2960633,54.7199848,9
550,2,31.0,3,Senamiestis,25.2891632,54.6820404,4
300,1,18.0,4,Naujininkai,25.2730874,54.6608848,5
790,2,44.6,3,Šnipiškės,25.2770623,54.7121167,8
950,3,85.0,2,Baltupiai,25.2784789,54.7275851,4
400,1,27.0,1,Viršuliškės,25.2249903,54.7072538,12
650,1,28.0,1,Markučiai,25.3207304,54.6768792,5
1100,4,80.0,1,Senamiestis,25.2812024,54.6777777,5
950,2,52.0,2,Senamiestis,25.26602,54.686825,5
350,1,41.0,4,Fabijoniškės,25.2374099,54.7315103,5
450,1,20.0,3,Naujamiestis,25.2704693,54.6692933,4
1100,3,66.0,2,Naujamiestis,25.264768,54.680141,4
500,2,45.0,16,Žirmūnai,25.300621223729205,54.71858105,16
400,1,21.0,5,Karoliniškės,25.202447,54.685872,5
750,3,50.26,5,Žirmūnai,25.2941771,54.7099347,5
370,1,31.0,5,Žirmūnai,25.2869142,54.7153427,9
900,2,50.0,1,Naujamiestis,25.264768,54.680141,8
1300,3,103.0,3,Antakalnis,25.319595220530616,54.7241562,3
2500,5,108.64,4,Paupys,25.3032805,54.6786994,4
1100,3,97.0,3,Senamiestis,25.2863997,54.6766411,3
750,2,45.0,2,Žvėrynas,25.2538475,54.6997206,5
820,2,44.1,4,Naujamiestis,25.254835,54.670731,6
850,2,48.0,2,Baltupiai,25.2831395,54.7142794,8
650,2,50.0,3,Pašilaičiai,25.2206319,54.7411864,9
690,2,39.22,3,Senamiestis,25.287693,54.683127,4
749,2,45.0,1,Žvėrynas,25.2546691,54.6981251,2
1200,2,49.1,2,Markučiai,25.319347221199315,54.67545065,6
500,2,42.0,1,Naujininkai,25.2742388,54.662786,2
360,1,16.0,3,Naujamiestis,25.264768,54.680141,5
760,3,55.75,4,Antakalnis,25.3171585,54.7195619,5
1300,3,74.0,2,Šnipiškės,25.285138,54.6966918,6
150,1,19.5,7,Karoliniškės,25.205018,54.688955,9
1100,3,72.0,3,Naujamiestis,25.2738379,54.6770904,4
600,2,49.11,5,Naujamiestis,25.2539717,54.6768665,5
500,2,49.0,3,Viršuliškės,25.2249903,54.7072538,9
630,1,36.0,12,Žirmūnai,25.3050482,54.7157121,12
750,3,68.0,5,Naujamiestis,25.2753772,54.6767869,5
580,1,40.0,2,Justiniškės,25.2228709,54.7211373,6
750,2,47.0,3,Naujamiestis,25.246189,54.669892,6
400,1,30.0,1,Žirmūnai,25.3050482,54.7157121,5
550,2,46.0,1,Antakalnis,25.311821157774403,54.71195935,5
800,2,45.0,8,Naujamiestis,25.2588027,54.6703567,9
930,3,60.0,12,Viršuliškės,25.2129169,54.7009093,15
1600,3,109.0,3,Naujamiestis,25.264768,54.680141,6
1100,2,52.8,3,Markučiai,25.3207304,54.6768792,5
280,1,18.0,3,Antakalnis,25.312009,54.705407,5
780,2,42.0,4,Senamiestis,25.287693,54.683127,6
950,2,50.0,1,Baltupiai,25.2831395,54.7142794,8
600,2,42.0,3,Naujininkai,25.273563,54.662677,4
550,3,66.0,4,Justiniškės,25.2228709,54.7211373,9
750,2,36.05,2,Markučiai,25.3207304,54.6768792,6
470,1,19.0,3,Naujamiestis,25.2704693,54.6692933,4
580,1,27.0,4,Antakalnis,25.3171585,54.7195619,9
150,3,65.0,6,Jeruzalė,25.2681728,54.7376318,7
580,2,44.0,2,Žirmūnai,25.3050482,54.7157121,5
450,1,33.0,2,Žirmūnai,25.3050482,54.7157121,5
500,1,46.0,2,Šeškinė,25.242989,54.7161316,16
470,1,29.0,5,Žirmūnai,25.3050482,54.7157121,5
490,2,56.0,7,Karoliniškės,25.211655,54.694067,9
450,1,33.0,3,Naujamiestis,25.2539717,54.6768665,5
720,2,50.0,4,Naujamiestis,25.2585443,54.6749755,11
650,2,64.0,4,Lazdynėliai,25.2148876,54.666674,6
500,2,48.0,3,Žirmūnai,25.3047908,54.7056893,5
450,1,35.0,3,Žvėrynas,25.2546691,54.6981251,5
1200,3,57.0,4,Senamiestis,25.287693,54.683127,4
700,2,76.0,3,Šnipiškės,25.2817254,54.6949273,8
1590,3,100.0,2,Žvėrynas,25.25119,54.6924339,3
699,2,45.0,1,Šnipiškės,25.278242,54.6973462,3
330,1,12.0,2,Naujamiestis,25.254835,54.670731,5
600,2,49.0,1,Šnipiškės,25.2817254,54.6949273,9
600,2,61.0,5,Justiniškės,25.2219966,54.7167438,5
500,1,36.0,1,Pašilaičiai,25.2253933,54.7259967,5
650,2,41.0,2,Pašilaičiai,25.2164886,54.7385893,6
800,3,64.0,4,Naujamiestis,25.264768,54.680141,8
700,3,60.0,1,Antakalnis,25.3504372,54.7376993,1
499,2,60.0,1,Justiniškės,25.2228709,54.7211373,5
1200,3,95.0,3,Naujamiestis,25.2585443,54.6749755,3
499,3,64.0,1,Lazdynai,25.2164788,54.6787988,5
650,2,45.0,4,Naujamiestis,25.2588027,54.6703567,9
750,1,29.0,3,Užupis,25.3008276,54.6812167,5
360,1,12.0,2,Naujamiestis,25.2559437,54.6764673,5
750,2,40.0,5,Senamiestis,25.287693,54.683127,5
790,2,50.0,5,Naujamiestis,25.264768,54.680141,8
600,2,48.0,4,Pašilaičiai,25.2178342,54.7322779,6
900,2,49.08,8,Šnipiškės,25.282158,54.6947179,9
750,3,55.0,1,Žirmūnai,25.3047908,54.7056893,5
550,1,34.0,1,Paupys,25.3025487,54.6785287,3
750,1,34.0,1,Paupys,25.3025487,54.6785287,34
350,1,29.0,3,Antakalnis,25.3118899,54.7033583,5
750,2,32.0,4,Markučiai,25.3180472,54.6763855,5
900,3,64.0,4,Žirmūnai,25.3047908,54.7056893,5
370,1,23.0,5,Naujamiestis,25.2571911,54.6734081,9
660,2,39.0,3,Baltupiai,25.265448944117644,54.73593325,9
400,1,18.0,4,Naujamiestis,25.2753772,54.6767869,5
750,2,40.12,5,Žirmūnai,25.2960633,54.7199848,9
599,2,49.0,3,Fabijoniškės,25.2374099,54.7315103,11
850,2,49.0,3,Šeškinė,25.2388747,54.7087306,5
750,2,55.2,3,Senamiestis,25.287693,54.683127,3
630,2,46.0,4,Pašilaičiai,25.2243428,54.7367895,9
640,2,35.0,1,Senamiestis,25.287693,54.683127,3
520,1,28.0,2,Naujamiestis,25.264768,54.680141,4
750,2,45.0,3,Šnipiškės,25.2690681,54.6999287,5
720,1,25.0,2,Paupys,25.3032805,54.6786994,4
750,3,43.0,1,Šiaurės miestelis,25.304586,54.71086,7
650,1,25.0,2,Šnipiškės,25.2771851,54.7025735,4
1350,3,72.0,3,Senamiestis,25.287693,54.683127,4
800,3,59.0,2,Senamiestis,25.2799354,54.6751868,4
699,2,54.0,11,Žirmūnai,25.300621223729205,54.71858105,16
800,3,73.0,8,Jeruzalė,25.2720408,54.7412661,10
1200,3,110.0,1,Baltupiai,25.2801343,54.7282735,2
330,1,20.0,2,Naujininkai,25.2800463,54.6606221,5
470,1,18.0,5,Žvėrynas,25.2575185,54.6955659,5
1080,1,42.0,1,Senamiestis,25.2824605,54.6865081,6
470,1,18.0,4,Žvėrynas,25.2575185,54.6955659,5
500,3,66.0,8,Pašilaičiai,25.227281380275763,54.7298632,9
690,1,23.0,2,Paupys,25.3032805,54.6786994,4
550,2,54.0,5,Šeškinė,25.242989,54.7161316,13
790,2,51.0,3,Naujamiestis,25.246189,54.669892,6
590,2,49.0,3,Naujamiestis,25.2753772,54.6767869,5
1000,2,50.0,1,Markučiai,25.3207304,54.6768792,6
1200,3,62.23,2,Užupis,25.301823076879643,54.68413115,3
800,2,41.0,3,Naujamiestis,25.254835,54.670731,7
800,2,45.0,1,Paupys,25.3040905,54.6778064,3
600,2,52.0,2,Antakalnis,25.318312,54.7028058,5
650,2,43.0,1,Žvėrynas,25.249828,54.695925,3
750,1,20.0,1,Senamiestis,25.2898263,54.6841157,2
1000,2,45.0,3,Senamiestis,25.287693,54.683127,4
480,1,19.0,3,Senamiestis,25.2964286,54.6765474,6
990,2,54.0,1,Šnipiškės,25.2844976,54.6936793,5
550,2,37.0,3,Senamiestis,25.2789843,54.6728266,3
420,1,35.0,4,Pašilaičiai,25.2236397,54.7313146,5
650,3,69.0,4,Pašilaičiai,25.218555,54.7288412,5
500,3,62.0,2,Justiniškės,25.2228709,54.7211373,9
500,2,56.0,1,Antakalnis,25.3261214,54.7181478,2
590,2,50.0,6,Justiniškės,25.2228709,54.7211373,9
500,1,46.0,7,Pašilaičiai,25.2372018,54.7296563,9
340,1,20.0,4,Antakalnis,25.31507,54.7117059,5
750,2,41.0,5,Šnipiškės,25.2846469,54.7025318,5
500,2,48.0,3,Markučiai,25.3110856,54.6762657,9
500,1,41.09,5,Fabijoniškės,25.246433,54.731814,7
600,2,42.0,5,Antakalnis,25.3171585,54.7195619,5
600,1,25.0,1,Senamiestis,25.2758803,54.6800552,3
550,1,30.0,1,Žirmūnai,25.3050482,54.7157121,5
790,3,70.0,5,Pašilaičiai,25.2316746,54.7314012,9
570,2,49.69,4,Šeškinė,25.242989,54.7161316,5
500,1,31.0,6,Justiniškės,25.2306643,54.7162559,9
700,3,77.0,9,Pašilaičiai,25.2256323,54.7405473,9
1010,3,65.0,2,Žvėrynas,25.2553216,54.6892662,3
800,3,84.0,5,Karoliniškės,25.2012715,54.6879126,5
460,1,32.0,2,Karoliniškės,25.202447,54.685872,9
480,2,41.0,1,Naujininkai,25.2742388,54.662786,2
570,1,26.0,2,Senamiestis,25.287693,54.683127,3
899,2,62.0,4,Šnipiškės,25.2817254,54.6949273,5
780,2,46.13,1,Naujamiestis,25.2758412,54.675117,3
500,1,22.0,3,Šnipiškės,25.2725536,54.7004606,5
730,3,69.0,1,Jeruzalė,25.2763332,54.7409115,1
200,1,17.0,1,Justiniškės,25.2228709,54.7211373,9
400,1,35.0,5,Justiniškės,25.2228709,54.7211373,5
950,2,54.0,1,Naujamiestis,25.2773652,54.6752051,6
800,2,57.0,3,Užupis,25.2923965,54.6805074,4
700,2,42.0,4,Šeškinė,25.2540264,54.7068111,7
850,3,82.0,2,Lazdynėliai,25.2148876,54.666674,9
700,2,44.18,3,Šnipiškės,25.2770623,54.7121167,6
199,2,42.0,1,Žvėrynas,25.2486218,54.6959056,2
700,2,53.66,3,Naujamiestis,25.2753772,54.6767869,4
550,2,58.1,5,Baltupiai,25.265448944117644,54.73593325,5
700,3,58.5,3,Naujininkai,25.273605,54.661445,5
350,1,21.0,3,Naujininkai,25.2730874,54.6608848,9
490,1,38.0,4,Šeškinė,25.2576099,54.7182332,5
700,2,52.0,1,Justiniškės,25.2099657,54.7232631,5
700,2,62.0,6,Justiniškės,25.2219966,54.7167438,11
650,2,46.0,2,Antakalnis,25.318312,54.7028058,5
850,2,41.56,4,Naujamiestis,25.2758412,54.675117,5
620,2,42.0,1,Antakalnis,25.3118899,54.7033583,4
800,2,50.0,3,Naujamiestis,25.2585443,54.6749755,7
750,3,72.3,9,Pašilaičiai,25.2164886,54.7385893,9
500,1,30.0,1,Žirmūnai,25.3050482,54.7157121,5
570,2,40.19,4,Jeruzalė,25.2763332,54.7409115,5
570,3,63.0,5,Jeruzalė,25.269227,54.742649,5
900,2,67.0,3,Žirmūnai,25.2869142,54.7153427,3
900,3,80.0,5,Žirmūnai,25.301475,54.719114,9
720,2,48.0,4,Antakalnis,25.312009,54.705407,6
600,2,60.0,9,Žirmūnai,25.301475,54.719114,11
680,3,62.0,3,Lazdynai,25.2100071,54.6748452,5
590,1,31.8,4,Šnipiškės,25.285138,54.6966918,6
1050,3,74.0,4,Naujamiestis,25.2680814,54.6934811,4
850,2,50.0,1,Žvėrynas,25.2471801,54.6990326,5
470,1,38.96,4,Visoriai,25.2500488,54.7434059,5
600,2,40.0,2,Žirmūnai,25.3050482,54.7157121,5
500,1,29.0,1,Antakalnis,25.312009,54.705407,4
690,2,45.0,2,Senamiestis,25.287693,54.683127,4
550,3,67.0,9,Pašilaičiai,25.2253933,54.7259967,9
760,2,36.61,3,Šnipiškės,25.2771851,54.7025735,4
440,1,38.0,1,Žvėrynas,25.2534295,54.6949413,2
450,1,30.0,4,Žirmūnai,25.3050482,54.7157121,9
850,2,35.0,3,Senamiestis,25.2855354,54.6740589,4
500,1,31.97,1,Antakalnis,25.315727,54.7082195,4
720,2,37.0,1,Šnipiškės,25.2771851,54.7025735,4
250,1,300.0,2,Tarandė,25.2072291,54.7493131,3
700,2,50.0,6,Šnipiškės,25.273601,54.697375,9
800,3,63.0,9,Šeškinė,25.242989,54.7161316,16
950,2,40.28,9,Šnipiškės,25.2706146,54.6975998,19
1100,3,80.0,3,Senamiestis,25.287693,54.683127,3
700,2,51.0,3,Žirmūnai,25.283886,54.720788,5
520,2,62.0,5,Žemieji Paneriai,25.2103975,54.6404889,5
850,2,45.0,3,Žirmūnai,25.2922688,54.7024694,6
900,2,39.0,3,Senamiestis,25.287693,54.683127,4
205,1,15.0,5,Justiniškės,25.2306643,54.7162559,5
850,3,64.0,4,Naujininkai,25.2839807,54.663336,4
440,1,30.0,5,Žirmūnai,25.3050482,54.7157121,5
450,2,47.0,2,Karoliniškės,25.28206,54.682713,5
650,2,45.37,2,Pašilaičiai,25.2164886,54.7385893,9
550,2,47.0,4,Lazdynai,25.2164788,54.6787988,5
350,1,22.0,3,Žirmūnai,25.3050482,54.7157121,9
670,2,31.0,3,Šnipiškės,25.273601,54.697375,5
630,3,60.0,1,Karoliniškės,25.21827851645063,54.6953297,5
550,2,51.0,4,Lazdynėliai,25.2133688,54.6689362,5
500,2,54.0,4,Pašilaičiai,25.2316746,54.7314012,9
670,2,49.0,2,Pašilaičiai,25.2206319,54.7411864,6
630,1,33.7,3,Naujamiestis,25.2728154,54.6847721,5
750,2,48.58,3,Naujamiestis,25.2728154,54.6847721,5
700,2,34.0,5,Šeškinė,25.2323775,54.7193989,5
870,2,48.0,2,Baltupiai,25.2831395,54.7142794,7
700,1,35.0,1,Žvėrynas,25.2546691,54.6981251,4
700,2,50.0,2,Senamiestis,25.2806889,54.6805537,3
770,2,46.0,5,Naujamiestis,25.2539717,54.6768665,5
480,1,18.3,1,Žvėrynas,25.2575185,54.6955659,5
169,1,10.0,5,Lazdynai,25.2027702,54.6708027,5
450,2,50.0,5,Pašilaičiai,25.2236397,54.7313146,5
420,1,36.0,5,Pašilaičiai,25.227281380275763,54.7298632,9
290,1,72.0,11,Lazdynai,25.2164788,54.6787988,16
790,2,52.0,4,Senamiestis,25.2840381,54.6789287,5
700,3,63.0,3,Karoliniškės,25.205018,54.688955,9
