index,address,price,rooms,area,floor,District,Street,Country,longitude,latitude
441,Antakalnis Pauliaus Širvio g.,470,1,30.0,2/5,Antakalnis,Pauliaus Širvio g.,Lithuania,25.222142,54.985824
442,Antakalnis Gražinos g.,500,2,56.0,1/2,Antakalnis,Gražinos g.,Lithuania,25.3261214,54.7181478
443,Justiniškės Taikos g.,590,2,50.0,6/9,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
444,Pašilaičiai Laisvės pr.,500,1,46.0,7/9,Pašilaičiai,Laisvės pr.,Lithuania,25.2372018,54.7296563
445,Pilaitė I.Kanto al.,420,1,36.0,4/9,Pilaitė,I.Kanto al.,Lithuania,25.176304,54.70432
446,Antakalnis Žolyno g.,340,1,20.0,4/5,Antakalnis,Žolyno g.,Lithuania,25.31507,54.7117059
447,Šnipiškės Trimitų g.,750,2,41.0,5/5,Šnipiškės,Trimitų g.,Lithuania,25.2846469,54.7025318
448,Markučiai Subačiaus g.,500,2,48.0,3/9,Markučiai,Subačiaus g.,Lithuania,25.3110856,54.6762657
449,Santariškės Santariškių g.,700,2,41.0,1/3,Santariškės,Santariškių g.,Lithuania,25.2803027,54.7528454
450,Bajorai Kadugių g.,500,1,30.0,1/1,Bajorai,Kadugių g.,Lithuania,24.121971,55.106184
451,Fabijoniškės P.Žadeikos g.,500,1,41.09,5/7,Fabijoniškės,P.Žadeikos g.,Lithuania,25.246433,54.731814
452,Antakalnis Antakalnio g.,600,2,42.0,5/5,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
453,Senamiestis Vingrių g.,600,1,25.0,1/3,Senamiestis,Vingrių g.,Lithuania,25.2758803,54.6800552
454,Žirmūnai Žirmūnų g.,550,1,30.0,1/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
455,Pašilaičiai Pašilaičių g.,790,3,70.0,5/9,Pašilaičiai,Pašilaičių g.,Lithuania,25.2316746,54.7314012
456,Šeškinė Šeškinės g.,570,2,49.69,4/5,Šeškinė,Šeškinės g.,Lithuania,25.242989,54.7161316
457,Justiniškės Laisvės pr.,500,1,31.0,6/9,Justiniškės,Laisvės pr.,Lithuania,25.2306643,54.7162559
458,Pašilaičiai Ukmergės g.,700,3,77.0,9/9,Pašilaičiai,Ukmergės g.,Lithuania,25.2256323,54.7405473
459,Žvėrynas Karaimų g.,1010,3,65.0,2/3,Žvėrynas,Karaimų g.,Lithuania,25.2553216,54.6892662
460,Karoliniškės Sietyno g.,800,3,84.0,5/5,Karoliniškės,Sietyno g.,Lithuania,25.2012715,54.6879126
461,Senamiestis Kauno g.,400,4,18.0,4/5,Senamiestis,Kauno g.,Lithuania,23.8888732,54.8996202
462,Pilaitė Juodkrantės g.,750,3,82.0,3/7,Pilaitė,Juodkrantės g.,Lithuania,25.1782777,54.7120255
463,Karoliniškės Virginijaus Druskio g.,460,1,32.0,2/9,Karoliniškės,Virginijaus Druskio g.,Lithuania,25.202447,54.685872
464,Pilaitė Gilužio g.,700,2,38.0,1/3,Pilaitė,Gilužio g.,Lithuania,25.1793994,54.7019012
465,Naujininkai Telšių g.,480,2,41.0,1/2,Naujininkai,Telšių g.,Lithuania,25.2742388,54.662786
466,Baltupiai Vito Gerulaičio g.,590,1,31.0,4/5,Baltupiai,Vito Gerulaičio g.,Lithuania,24.121971,55.106184
467,Senamiestis J.Savickio g.,570,1,26.0,2/3,Senamiestis,J.Savickio g.,Lithuania,25.287693,54.683127
468,Šnipiškės Kalvarijų g.,899,2,62.0,4/5,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
469,Naujamiestis Šaltinių g.,780,2,46.13,1/3,Naujamiestis,Šaltinių g.,Lithuania,25.2758412,54.675117
470,Pilaitė Pilkalnio g.,700,3,52.0,3/4,Pilaitė,Pilkalnio g.,Lithuania,25.16446622510246,54.7099256
471,Šnipiškės Daugėliškio g.,500,1,22.0,3/5,Šnipiškės,Daugėliškio g.,Lithuania,25.2725536,54.7004606
472,Jeruzalė Rugių g.,730,3,69.0,1/1,Jeruzalė,Rugių g.,Lithuania,25.2763332,54.7409115
473,Pilaitė I.Simonaitytės g.,950,3,86.0,4/4,Pilaitė,I.Simonaitytės g.,Lithuania,25.182761,54.706948
474,Justiniškės Taikos g.,200,1,17.0,1/9,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
475,Justiniškės Taikos g.,400,1,35.0,5/5,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
476,Naujamiestis Aguonų g.,950,2,54.0,1/6,Naujamiestis,Aguonų g.,Lithuania,25.2773652,54.6752051
477,Žirmūnai Raitininkų g.,950,2,49.2,2/7,Žirmūnai,Raitininkų g.,Lithuania,24.11797,54.23549
478,Užupis Užupio g.,800,2,57.0,3/4,Užupis,Užupio g.,Lithuania,25.2923965,54.6805074
479,Šeškinė Siesikų g.,700,2,42.0,4/7,Šeškinė,Siesikų g.,Lithuania,25.2540264,54.7068111
480,Lazdynėliai Jonažolių g.,850,3,82.0,2/9,Lazdynėliai,Jonažolių g.,Lithuania,25.2148876,54.666674
481,Šnipiškės Kernavės g.,700,2,44.18,3/6,Šnipiškės,Kernavės g.,Lithuania,25.2770623,54.7121167
482,Žvėrynas Žiemgalių g.,199,2,42.0,1/2,Žvėrynas,Žiemgalių g.,Lithuania,25.2486218,54.6959056
483,Naujamiestis Naugarduko g.,700,2,53.66,3/4,Naujamiestis,Naugarduko g.,Lithuania,25.2753772,54.6767869
484,Senamiestis Sodų g.,400,1,15.0,2/3,Senamiestis,Sodų g.,Lithuania,23.2457351,54.420003
485,Baltupiai Baltupio g.,550,2,58.1,5/5,Baltupiai,Baltupio g.,Lithuania,25.265448944117644,54.73593325
486,Naujininkai Šaltkalvių g.,700,3,58.5,3/5,Naujininkai,Šaltkalvių g.,Lithuania,25.273605,54.661445
487,Paneriai Jaunystės g.,720,2,45.0,1/1,Paneriai,Jaunystės g.,Lithuania,25.1684952,54.5883027
488,Bajorai Bajorų kel.,750,3,75.75,3/4,Bajorai,Bajorų kel.,Lithuania,24.121971,55.106184
489,Naujininkai Dariaus ir Girėno g.,350,1,21.0,3/9,Naujininkai,Dariaus ir Girėno g.,Lithuania,25.2730874,54.6608848
490,Pilaitė Tolminkiemio g.,250,3,67.0,8/9,Pilaitė,Tolminkiemio g.,Lithuania,25.1796266,54.7074154
491,Senamiestis Pakalnės g.,750,2,43.0,3/3,Senamiestis,Pakalnės g.,Lithuania,23.3208944,55.9300731
492,Šeškinė Gelvonų g.,490,1,38.0,4/5,Šeškinė,Gelvonų g.,Lithuania,25.2576099,54.7182332
493,Justiniškės Talino g.,700,2,52.0,1/5,Justiniškės,Talino g.,Lithuania,25.2099657,54.7232631
494,Justiniškės Rygos g.,700,2,62.0,6/11,Justiniškės,Rygos g.,Lithuania,25.2219966,54.7167438
495,Antakalnis Volungės g.,650,2,46.0,2/5,Antakalnis,Volungės g.,Lithuania,25.318312,54.7028058
496,Naujamiestis Šaltinių g.,850,2,41.56,4/5,Naujamiestis,Šaltinių g.,Lithuania,25.2758412,54.675117
497,Antakalnis Smėlio g.,620,2,42.0,1/4,Antakalnis,Smėlio g.,Lithuania,25.3118899,54.7033583
498,Pilaitė Karaliaučiaus g.,430,1,40.0,2/5,Pilaitė,Karaliaučiaus g.,Lithuania,25.1759723,54.7135023
499,Naujamiestis Smolensko g.,800,2,50.0,3/7,Naujamiestis,Smolensko g.,Lithuania,25.2585443,54.6749755
500,Pašilaičiai Girulių g.,750,3,72.3,9/9,Pašilaičiai,Girulių g.,Lithuania,25.2164886,54.7385893
501,Žirmūnai Žirmūnų g.,500,1,30.0,1/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
502,Jeruzalė Rugių g.,570,2,40.19,4/5,Jeruzalė,Rugių g.,Lithuania,25.2763332,54.7409115
503,Jeruzalė Maumedžių g.,570,3,63.0,5/5,Jeruzalė,Maumedžių g.,Lithuania,25.269227,54.742649
504,Žirmūnai Kalvarijų g.,900,2,67.0,3/3,Žirmūnai,Kalvarijų g.,Lithuania,25.2869142,54.7153427
505,Žirmūnai S.Žukausko g.,900,3,80.0,5/9,Žirmūnai,S.Žukausko g.,Lithuania,25.301475,54.719114
506,Pilaitė Pajautos g.,460,2,52.0,5/5,Pilaitė,Pajautos g.,Lithuania,25.16205283294591,54.71028285
507,Antakalnis V.Grybo g.,720,2,48.0,4/6,Antakalnis,V.Grybo g.,Lithuania,25.312009,54.705407
508,Grigiškės Kovo 11-osios g.,320,1,32.0,1/5,Grigiškės,Kovo 11-osios g.,Lithuania,25.09617281287684,54.66914785
509,Žirmūnai Trinapolio g.,600,2,60.0,9/11,Žirmūnai,Trinapolio g.,Lithuania,25.301475,54.719114
510,Pilaitė Tolminkiemio g.,600,1,35.0,3/8,Pilaitė,Tolminkiemio g.,Lithuania,25.1796266,54.7074154
511,Lazdynai Žėručio g.,680,3,62.0,3/5,Lazdynai,Žėručio g.,Lithuania,25.2100071,54.6748452
512,Šnipiškės Krokuvos g.,590,1,31.8,4/6,Šnipiškės,Krokuvos g.,Lithuania,25.285138,54.6966918
513,Naujamiestis Mečetės g.,1050,3,74.0,4/4,Naujamiestis,Mečetės g.,Lithuania,25.2680814,54.6934811
514,Žvėrynas Lapių g.,850,2,50.0,1/5,Žvėrynas,Lapių g.,Lithuania,25.2471801,54.6990326
515,Visoriai Visorių g.,470,1,38.96,4/5,Visoriai,Visorių g.,Lithuania,25.2500488,54.7434059
516,Žirmūnai Žirmūnų g.,600,2,40.0,2/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
517,Antakalnis Šilo g.,500,1,29.0,1/4,Antakalnis,Šilo g.,Lithuania,25.312009,54.705407
518,Senamiestis Varšuvos g.,690,2,45.0,2/4,Senamiestis,Varšuvos g.,Lithuania,25.287693,54.683127
519,Pašilaičiai Žemynos g.,550,3,67.0,9/9,Pašilaičiai,Žemynos g.,Lithuania,25.2253933,54.7259967
520,Šnipiškės Kintų g.,760,2,36.61,3/4,Šnipiškės,Kintų g.,Lithuania,25.2771851,54.7025735
521,Žvėrynas Latvių g.,440,1,38.0,1/2,Žvėrynas,Latvių g.,Lithuania,25.2534295,54.6949413
522,Šiaurės miestelis Žygio g.,700,2,52.79,6/9,Šiaurės miestelis,Žygio g.,Lithuania,24.121971,55.106184
523,Pilaitė M.Mažvydo g.,750,3,64.0,6/9,Pilaitė,M.Mažvydo g.,Lithuania,25.182761,54.706948
524,Antakalnis Vytauto Žalakevičiaus g.,980,3,70.0,4/6,Antakalnis,Vytauto Žalakevičiaus g.,Lithuania,25.783394,54.98187
525,Žirmūnai Žirmūnų g.,450,1,30.0,4/9,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
526,Senamiestis Bazilijonų g.,850,2,35.0,3/4,Senamiestis,Bazilijonų g.,Lithuania,25.2855354,54.6740589
527,Visoriai Jono Kairiūkščio g.,390,1,30.0,2/5,Visoriai,Jono Kairiūkščio g.,Lithuania,25.2647674,54.7577598
528,Antakalnis Klinikų g.,500,1,31.97,1/4,Antakalnis,Klinikų g.,Lithuania,25.315727,54.7082195
529,Šnipiškės Kintų g.,720,2,37.0,1/4,Šnipiškės,Kintų g.,Lithuania,25.2771851,54.7025735
530,Tarandė Tarandės g.,250,1,300.0,2/3,Tarandė,Tarandės g.,Lithuania,25.2072291,54.7493131
531,Šnipiškės Tuskulėnų g.,700,2,50.0,6/9,Šnipiškės,Tuskulėnų g.,Lithuania,25.273601,54.697375
532,Šeškinė Šeškinės g.,800,3,63.0,9/16,Šeškinė,Šeškinės g.,Lithuania,25.242989,54.7161316
533,Šnipiškės Konstitucijos pr.,950,2,40.28,9/19,Šnipiškės,Konstitucijos pr.,Lithuania,25.2706146,54.6975998
534,Senamiestis V.Šopeno g.,1100,3,80.0,3/3,Senamiestis,V.Šopeno g.,Lithuania,25.287693,54.683127
535,Baltupiai Jurgio Lebedžio g.,680,2,32.0,1/5,Baltupiai,Jurgio Lebedžio g.,Lithuania,24.121971,55.106184
536,Žirmūnai Juozo Balčikonio g.,700,2,51.0,3/5,Žirmūnai,Juozo Balčikonio g.,Lithuania,25.283886,54.720788
537,Žemieji Paneriai Ūmėdžių g.,520,2,62.0,5/5,Žemieji Paneriai,Ūmėdžių g.,Lithuania,25.2103975,54.6404889
538,Žirmūnai Piromonto g.,850,2,45.0,3/6,Žirmūnai,Piromonto g.,Lithuania,25.2922688,54.7024694
539,Senamiestis Šv.Dvasios g.,900,2,39.0,3/4,Senamiestis,Šv.Dvasios g.,Lithuania,25.287693,54.683127
540,Pilaitė Karaliaučiaus g.,450,1,39.0,3/5,Pilaitė,Karaliaučiaus g.,Lithuania,25.1759723,54.7135023
541,Karoliniškės Vytauto Vaitkaus g.,650,3,64.0,4/9,Karoliniškės,Vytauto Vaitkaus g.,Lithuania,26.471776,55.626535
542,Justiniškės Laisvės pr.,205,1,15.0,5/5,Justiniškės,Laisvės pr.,Lithuania,25.2306643,54.7162559
543,Naujininkai Panevėžio g.,850,3,64.0,4/4,Naujininkai,Panevėžio g.,Lithuania,25.2839807,54.663336
544,Žirmūnai Žirmūnų g.,440,1,30.0,5/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
545,Karoliniškės Igno Šimulionio g.,450,2,47.0,2/5,Karoliniškės,Igno Šimulionio g.,Lithuania,25.28206,54.682713
546,Pašilaičiai Girulių g.,650,2,45.37,2/9,Pašilaičiai,Girulių g.,Lithuania,25.2164886,54.7385893
547,Fabijoniškės Salomėjos Nėries g.,630,2,50.0,10/12,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
548,Lazdynai Architektų g.,550,2,47.0,4/5,Lazdynai,Architektų g.,Lithuania,25.2164788,54.6787988
549,Žirmūnai Žirmūnų g.,350,1,22.0,3/9,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
550,Bajorai Bajorų kel.,650,2,40.0,2/9,Bajorai,Bajorų kel.,Lithuania,24.121971,55.106184
551,Šnipiškės S.Fino g.,670,2,31.0,3/5,Šnipiškės,S.Fino g.,Lithuania,25.273601,54.697375
552,Karoliniškės Algimanto Petro Kavoliuko g.,630,3,60.0,1/5,Karoliniškės,Algimanto Petro Kavoliuko g.,Lithuania,25.21827851645063,54.6953297
553,Baltupiai Vito Gerulaičio g.,630,2,35.0,2/5,Baltupiai,Vito Gerulaičio g.,Lithuania,24.121971,55.106184
554,Lazdynėliai Šiltnamių g.,550,2,51.0,4/5,Lazdynėliai,Šiltnamių g.,Lithuania,25.2133688,54.6689362
555,Pašilaičiai Pašilaičių g.,500,2,54.0,4/9,Pašilaičiai,Pašilaičių g.,Lithuania,25.2316746,54.7314012
556,Pašilaičiai Eitminų g.,670,2,49.0,2/6,Pašilaičiai,Eitminų g.,Lithuania,25.2206319,54.7411864
557,Naujamiestis Tauro g.,630,1,33.7,3/5,Naujamiestis,Tauro g.,Lithuania,25.2728154,54.6847721
558,Naujamiestis Tauro g.,750,2,48.58,3/5,Naujamiestis,Tauro g.,Lithuania,25.2728154,54.6847721
559,Šeškinė Laisvės pr.,700,2,34.0,5/5,Šeškinė,Laisvės pr.,Lithuania,25.2323775,54.7193989
560,Baltupiai Ozo g.,870,2,48.0,2/7,Baltupiai,Ozo g.,Lithuania,25.2831395,54.7142794
561,Žvėrynas Liepyno g.,700,1,35.0,1/4,Žvėrynas,Liepyno g.,Lithuania,25.2546691,54.6981251
562,Senamiestis Trakų g.,700,2,50.0,2/3,Senamiestis,Trakų g.,Lithuania,25.2806889,54.6805537
563,Naujamiestis Savanorių pr.,770,2,46.0,5/5,Naujamiestis,Savanorių pr.,Lithuania,25.2539717,54.6768665
564,Žvėrynas Studentų g.,480,1,18.3,1/5,Žvėrynas,Studentų g.,Lithuania,25.2575185,54.6955659
565,Lazdynai Erfurto g.,169,1,10.0,5/5,Lazdynai,Erfurto g.,Lithuania,25.2027702,54.6708027
566,Pilaitė Gilužio g.,550,1,30.0,3/3,Pilaitė,Gilužio g.,Lithuania,25.1793994,54.7019012
567,Pašilaičiai Gabijos g.,450,2,50.0,5/5,Pašilaičiai,Gabijos g.,Lithuania,25.2236397,54.7313146
568,Pašilaičiai Medeinos g.,420,1,36.0,5/9,Pašilaičiai,Medeinos g.,Lithuania,25.227281380275763,54.7298632
569,Lazdynai Architektų g.,290,1,72.0,11/16,Lazdynai,Architektų g.,Lithuania,25.2164788,54.6787988
570,Senamiestis Vokiečių g.,790,2,52.0,4/5,Senamiestis,Vokiečių g.,Lithuania,25.2840381,54.6789287
571,Karoliniškės Vido Maciulevičiaus g.,700,3,63.0,3/9,Karoliniškės,Vido Maciulevičiaus g.,Lithuania,25.205018,54.688955
572,Šeškinė Gelvonų g.,500,1,30.0,8/9,Šeškinė,Gelvonų g.,Lithuania,25.2576099,54.7182332
573,Baltupiai Juozo Balčikonio g.,700,2,63.0,4/5,Baltupiai,Juozo Balčikonio g.,Lithuania,24.121971,55.106184
574,Markučiai Manufaktūrų g.,680,1,32.0,1/5,Markučiai,Manufaktūrų g.,Lithuania,25.3207304,54.6768792
575,Naujamiestis Birželio 23-iosios g.,399,1,32.0,3/5,Naujamiestis,Birželio 23-iosios g.,Lithuania,25.261936,54.67432
576,Jeruzalė Mykolo Marcinkevičiaus g.,750,3,82.0,3/4,Jeruzalė,Mykolo Marcinkevičiaus g.,Lithuania,24.121971,55.106184
577,Fabijoniškės Salomėjos Nėries g.,450,1,43.0,10/12,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
578,Senamiestis Raugyklos g.,850,2,33.0,2/3,Senamiestis,Raugyklos g.,Lithuania,25.2789843,54.6728266
579,Pašilaičiai Girulių g.,650,2,63.0,5/9,Pašilaičiai,Girulių g.,Lithuania,25.2164886,54.7385893
580,Pilaitė M.Mažvydo g.,600,1,33.0,1/9,Pilaitė,M.Mažvydo g.,Lithuania,25.182761,54.706948
581,Pašilaičiai Ukmergės g.,650,2,60.0,5/6,Pašilaičiai,Ukmergės g.,Lithuania,25.2256323,54.7405473
582,Pašilaičiai Eitminų g.,650,1,34.0,5/9,Pašilaičiai,Eitminų g.,Lithuania,25.2206319,54.7411864
583,Pašilaičiai Pavilnionių g.,500,2,40.0,12/16,Pašilaičiai,Pavilnionių g.,Lithuania,25.2107630181918,54.73645825
584,Justiniškės Buivydiškių g.,620,2,34.0,1/5,Justiniškės,Buivydiškių g.,Lithuania,25.218601,54.718473
585,Naujininkai Brolių g.,630,2,44.0,2/5,Naujininkai,Brolių g.,Lithuania,25.2691676,54.6634042
586,Šnipiškės Rinktinės g.,1000,2,55.0,4/7,Šnipiškės,Rinktinės g.,Lithuania,25.2876625,54.6964968
587,Naujininkai Dzūkų g.,680,2,50.0,8/9,Naujininkai,Dzūkų g.,Lithuania,25.2830471,54.6640112
588,Baltupiai Jurgio Lebedžio g.,490,1,22.34,3/5,Baltupiai,Jurgio Lebedžio g.,Lithuania,24.121971,55.106184
589,Paupys Paupio g.,500,1,25.0,2/3,Paupys,Paupio g.,Lithuania,25.3025487,54.6785287
590,Antakalnis Pauliaus Širvio g.,600,2,47.73,1/5,Antakalnis,Pauliaus Širvio g.,Lithuania,25.222142,54.985824
591,Santariškės Mykolo Marcinkevičiaus g.,430,2,47.0,3/5,Santariškės,Mykolo Marcinkevičiaus g.,Lithuania,24.121971,55.106184
592,Buivydiškės Parko g.,600,2,42.0,2/3,Buivydiškės,Parko g.,Lithuania,25.1939249,54.7161044
593,Šnipiškės Rinktinės g.,750,2,40.0,2/8,Šnipiškės,Rinktinės g.,Lithuania,25.2876625,54.6964968
594,Fabijoniškės S.Stanevičiaus g.,630,2,50.0,3/9,Fabijoniškės,S.Stanevičiaus g.,Lithuania,25.246433,54.731814
595,Naujoji Vilnia S.Raštikio g.,520,2,49.0,1/2,Naujoji Vilnia,S.Raštikio g.,Lithuania,25.411303,54.692957
596,Baltupiai Vito Gerulaičio g.,850,2,47.02,3/5,Baltupiai,Vito Gerulaičio g.,Lithuania,24.121971,55.106184
597,Šeškinė Dūkštų g.,500,1,36.87,4/9,Šeškinė,Dūkštų g.,Lithuania,25.2388274,54.7123434
598,Baltupiai Kazio Ulvydo g.,750,2,45.75,4/5,Baltupiai,Kazio Ulvydo g.,Lithuania,24.121971,55.106184
599,Baltupiai Vito Gerulaičio g.,750,2,38.81,1/5,Baltupiai,Vito Gerulaičio g.,Lithuania,24.121971,55.106184
600,Naujamiestis Vytenio g.,650,2,36.5,2/4,Naujamiestis,Vytenio g.,Lithuania,25.2629171,54.6806792
601,Grigiškės Jaunimo skg.,200,1,18.0,4/5,Grigiškės,Jaunimo skg.,Lithuania,25.0933519,54.6712519
602,Pilaitė Tvankstos g.,600,1,29.0,4/6,Pilaitė,Tvankstos g.,Lithuania,25.1725776,54.7077174
603,Fabijoniškės L.Giros g.,700,3,67.0,9/10,Fabijoniškės,L.Giros g.,Lithuania,25.246433,54.731814
604,Vilkpėdė Riovonių g.,570,3,89.0,2/2,Vilkpėdė,Riovonių g.,Lithuania,25.2371581,54.6483814
605,Naujoji Vilnia Pramonės g.,320,2,38.0,4/4,Naujoji Vilnia,Pramonės g.,Lithuania,25.440378,54.6952323
606,Fabijoniškės Salomėjos Nėries g.,480,2,53.02,1/12,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
607,Fabijoniškės S.Stanevičiaus g.,550,2,53.0,8/9,Fabijoniškės,S.Stanevičiaus g.,Lithuania,25.246433,54.731814
608,Naujininkai Šaltkalvių g.,425,1,30.0,3/5,Naujininkai,Šaltkalvių g.,Lithuania,25.273605,54.661445
609,Vilkpėdė Gerosios Vilties g.,280,3,20.0,3/3,Vilkpėdė,Gerosios Vilties g.,Lithuania,25.246189,54.669892
610,Pašilaičiai Pavilnionių g.,520,2,48.0,6/12,Pašilaičiai,Pavilnionių g.,Lithuania,25.2107630181918,54.73645825
611,Santariškės Santariškių g.,600,2,54.0,2/3,Santariškės,Santariškių g.,Lithuania,25.2803027,54.7528454
612,Vilkpėdė Vilkpėdės g.,670,2,59.0,4/6,Vilkpėdė,Vilkpėdės g.,Lithuania,25.2360528,54.6636771
613,Žvėrynas Sėlių g.,750,1,41.0,2/3,Žvėrynas,Sėlių g.,Lithuania,25.2456843,54.6987056
614,Karoliniškės Vido Maciulevičiaus g.,400,1,33.0,4/5,Karoliniškės,Vido Maciulevičiaus g.,Lithuania,25.205018,54.688955
615,Žvėrynas Sėlių g.,900,2,54.0,2/6,Žvėrynas,Sėlių g.,Lithuania,25.2456843,54.6987056
616,Fabijoniškės Visorių g.,800,3,70.0,3/6,Fabijoniškės,Visorių g.,Lithuania,25.25746,54.7385094
617,Baltupiai Jurgio Lebedžio g.,730,2,35.0,1/5,Baltupiai,Jurgio Lebedžio g.,Lithuania,24.121971,55.106184
618,Viršuliškės Jurgio Matulaičio a.,480,2,41.0,5/12,Viršuliškės,Jurgio Matulaičio a.,Lithuania,24.121971,55.106184
619,Naujamiestis Naugarduko g.,300,1,18.0,2/5,Naujamiestis,Naugarduko g.,Lithuania,25.2753772,54.6767869
620,Baltupiai Didlaukio g.,750,3,64.0,3/5,Baltupiai,Didlaukio g.,Lithuania,25.2784789,54.7275851
621,Žirmūnai Tuskulėnų g.,500,1,33.0,3/5,Žirmūnai,Tuskulėnų g.,Lithuania,25.2885331,54.703226
622,Antakalnis Debesijos g.,700,3,64.0,4/5,Antakalnis,Debesijos g.,Lithuania,25.3173065,54.7019831
623,Viršuliškės Viršuliškių g.,430,1,33.0,7/9,Viršuliškės,Viršuliškių g.,Lithuania,25.2249903,54.7072538
624,Pilaitė I.Simonaitytės g.,550,2,46.0,2/6,Pilaitė,I.Simonaitytės g.,Lithuania,25.182761,54.706948
625,Žvėrynas S.Moniuškos g.,580,2,54.0,2/2,Žvėrynas,S.Moniuškos g.,Lithuania,25.249828,54.695925
626,Naujamiestis Eglių g.,450,1,32.0,1/6,Naujamiestis,Eglių g.,Lithuania,22.7434842,55.0843441
627,Šnipiškės Žalgirio g.,800,2,47.0,5/9,Šnipiškės,Žalgirio g.,Lithuania,25.2668422,54.7044446
628,Paupys Paupio g.,725,1,30.0,3/4,Paupys,Paupio g.,Lithuania,25.3025487,54.6785287
629,Pašilaičiai Sviliškių g.,650,2,38.0,4/4,Pašilaičiai,Sviliškių g.,Lithuania,25.2162652,54.7321521
630,Naujamiestis Tauro g.,365,2,50.0,3/5,Naujamiestis,Tauro g.,Lithuania,25.2728154,54.6847721
631,Baltupiai Didlaukio g.,400,1,32.0,7/9,Baltupiai,Didlaukio g.,Lithuania,25.2784789,54.7275851
632,Naujamiestis Algirdo g.,650,2,31.0,2/8,Naujamiestis,Algirdo g.,Lithuania,25.2707414,54.6781128
633,Naujamiestis Eglių g.,750,2,47.0,2/7,Naujamiestis,Eglių g.,Lithuania,22.7434842,55.0843441
634,Naujamiestis Statybininkų g.,600,1,33.0,5/9,Naujamiestis,Statybininkų g.,Lithuania,25.2571911,54.6734081
635,Naujininkai Brolių g.,399,1,35.0,2/5,Naujininkai,Brolių g.,Lithuania,25.2691676,54.6634042
636,Antakalnis Tverečiaus g.,400,2,42.0,1/5,Antakalnis,Tverečiaus g.,Lithuania,25.3189678,54.7164695
637,Visoriai Jono Kairiūkščio g.,700,3,58.0,2/5,Visoriai,Jono Kairiūkščio g.,Lithuania,25.2647674,54.7577598
638,Antakalnis Antakalnio g.,600,2,40.0,1/5,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
639,Baltupiai Juozo Balčikonio g.,520,1,36.0,3/5,Baltupiai,Juozo Balčikonio g.,Lithuania,24.121971,55.106184
640,Baltupiai Trinapolio g.,700,2,60.0,8/11,Baltupiai,Trinapolio g.,Lithuania,25.2876241,54.7257187
641,Pilaitė Karaliaučiaus g.,970,3,69.0,6/8,Pilaitė,Karaliaučiaus g.,Lithuania,25.1759723,54.7135023
642,Visoriai Fizikų g.,650,2,61.0,2/8,Visoriai,Fizikų g.,Lithuania,25.2659092,54.7547466
643,Naujamiestis P.Klimo g.,395,1,21.0,1/2,Naujamiestis,P.Klimo g.,Lithuania,25.264768,54.680141
644,Naujamiestis Tauro g.,350,1,12.0,3/5,Naujamiestis,Tauro g.,Lithuania,25.2728154,54.6847721
645,Fabijoniškės Salomėjos Nėries g.,640,2,56.0,7/11,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
646,Šeškinė Siesikų g.,560,1,30.3,3/5,Šeškinė,Siesikų g.,Lithuania,25.2540264,54.7068111
647,Bajorai Bajorų kel.,750,3,75.84,5/7,Bajorai,Bajorų kel.,Lithuania,24.121971,55.106184
648,Šnipiškės Kintų g.,790,2,37.0,1/4,Šnipiškės,Kintų g.,Lithuania,25.2771851,54.7025735
649,Pilaitė Bitėnų g.,580,2,40.0,4/5,Pilaitė,Bitėnų g.,Lithuania,25.1735297,54.7032848
650,Baltupiai Kalvarijų g.,570,3,72.0,5/10,Baltupiai,Kalvarijų g.,Lithuania,25.2801343,54.7282735
651,Šnipiškės Linkmenų g.,800,2,46.0,4/9,Šnipiškės,Linkmenų g.,Lithuania,25.2690681,54.6999287
652,Naujamiestis Muitinės g.,630,2,53.0,2/5,Naujamiestis,Muitinės g.,Lithuania,22.755315,55.0772472
653,Naujamiestis Kauno g.,800,2,34.0,4/5,Naujamiestis,Kauno g.,Lithuania,25.2626184,54.6705058
654,Naujamiestis M.K.Čiurlionio g.,500,3,100.0,2/4,Naujamiestis,M.K.Čiurlionio g.,Lithuania,25.264768,54.680141
655,Žvėrynas Sakalų g.,400,1,15.0,5/6,Žvėrynas,Sakalų g.,Lithuania,25.251978,54.6963621
