index,address,price,rooms,area,floor,District,Street,Country,longitude,latitude
1371,Senamiestis Dainavos g.,730,2,39.5,1/5,Senamiestis,Dainavos g.,Lithuania,23.3166804,55.9238556
1372,Grigiškės Kunigiškių g.,600,2,56.0,3/4,Grigiškės,Kunigiškių g.,Lithuania,25.0920912,54.6719349
1373,Baltupiai Vito Gerulaičio g.,650,1,31.0,1/6,Baltupiai,Vito Gerulaičio g.,Lithuania,24.121971,55.106184
1374,Jeruzalė Rugių g.,550,2,47.0,5/5,Jeruzalė,Rugių g.,Lithuania,25.2763332,54.7409115
1375,Pilaitė M.Mažvydo g.,600,3,71.44,1/6,Pilaitė,M.Mažvydo g.,Lithuania,25.182761,54.706948
1376,Naujamiestis T.Ševčenkos g.,650,2,25.0,4/4,Naujamiestis,T.Ševčenkos g.,Lithuania,25.264768,54.680141
1377,Pašilaičiai Perkūnkiemio g.,470,2,42.0,1/9,Pašilaičiai,Perkūnkiemio g.,Lithuania,25.219637,54.7387996
1378,Šeškinė Laisvės pr.,600,2,62.0,4/5,Šeškinė,Laisvės pr.,Lithuania,25.2323775,54.7193989
1379,Karoliniškės Loretos Asanavičiūtės g.,580,2,43.0,2/4,Karoliniškės,Loretos Asanavičiūtės g.,Lithuania,25.196673,54.683074
1380,Naujamiestis Panerių g.,850,3,58.0,2/2,Naujamiestis,Panerių g.,Lithuania,25.2611411,54.6675994
1381,Naujamiestis A.Jakšto g.,1300,3,85.0,5/6,Naujamiestis,A.Jakšto g.,Lithuania,25.264768,54.680141
1382,Karoliniškės Dariaus Gerbutavičiaus g.,900,3,80.0,2/5,Karoliniškės,Dariaus Gerbutavičiaus g.,Lithuania,25.210939,54.693555
1383,Fabijoniškės Salomėjos Nėries g.,450,2,45.0,3/12,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
1384,Pašilaičiai Perkūnkiemio g.,670,3,65.0,2/12,Pašilaičiai,Perkūnkiemio g.,Lithuania,25.219637,54.7387996
1385,Senamiestis Pilies g.,800,1,30.0,1/4,Senamiestis,Pilies g.,Lithuania,25.2891632,54.6820404
1386,Pilaitė M.Mažvydo g.,550,1,38.0,2/5,Pilaitė,M.Mažvydo g.,Lithuania,25.182761,54.706948
1387,Baltupiai Ozo g.,850,2,48.0,2/8,Baltupiai,Ozo g.,Lithuania,25.2831395,54.7142794
1388,Žvėrynas Paribio g.,700,2,70.0,1/5,Žvėrynas,Paribio g.,Lithuania,25.2462426,54.7006434
1389,Baltupiai Jurgio Lebedžio g.,540,1,22.44,4/5,Baltupiai,Jurgio Lebedžio g.,Lithuania,24.121971,55.106184
1390,Žirmūnai Žirmūnų g.,350,1,36.0,3/12,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
1391,Senamiestis Pylimo g.,750,2,54.4,3/3,Senamiestis,Pylimo g.,Lithuania,25.283634,54.6752973
1392,Pašilaičiai Justiniškių g.,520,2,46.0,1/6,Pašilaičiai,Justiniškių g.,Lithuania,25.218555,54.7288412
1393,Justiniškės Taikos g.,430,1,37.0,4/9,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
1394,Naujamiestis Skroblų g.,850,2,46.75,3/7,Naujamiestis,Skroblų g.,Lithuania,25.254835,54.670731
1395,Žirmūnai Tuskulėnų g.,500,1,33.0,3/9,Žirmūnai,Tuskulėnų g.,Lithuania,25.2885331,54.703226
1396,Lazdynėliai Bukčių g.,700,2,37.0,2/5,Lazdynėliai,Bukčių g.,Lithuania,25.2158687,54.6671298
1397,Naujamiestis Kauno g.,1200,3,71.46,3/9,Naujamiestis,Kauno g.,Lithuania,25.2626184,54.6705058
1398,Karoliniškės Algimanto Petro Kavoliuko g.,400,1,32.7,4/5,Karoliniškės,Algimanto Petro Kavoliuko g.,Lithuania,25.21827851645063,54.6953297
1399,Pašilaičiai Dociškių g.,670,2,70.0,3/5,Pašilaičiai,Dociškių g.,Lithuania,25.2178342,54.7322779
1400,Senamiestis Kruopų g.,650,2,49.0,1/3,Senamiestis,Kruopų g.,Lithuania,25.2799354,54.6751868
1401,Užupis Polocko g.,1600,3,74.0,2/4,Užupis,Polocko g.,Lithuania,25.3008276,54.6812167
1402,Šnipiškės Apkasų g.,500,2,48.0,2/5,Šnipiškės,Apkasų g.,Lithuania,25.273601,54.697375
1403,Baltupiai Ozo g.,560,1,30.0,5/9,Baltupiai,Ozo g.,Lithuania,25.2831395,54.7142794
1404,Vilkpėdė Vilkpėdės g.,650,2,59.0,5/7,Vilkpėdė,Vilkpėdės g.,Lithuania,25.2360528,54.6636771
1405,Naujininkai Dariaus ir Girėno g.,450,2,45.0,2/4,Naujininkai,Dariaus ir Girėno g.,Lithuania,25.2730874,54.6608848
1406,Šnipiškės A.Juozapavičiaus g.,1100,3,109.72,2/7,Šnipiškės,A.Juozapavičiaus g.,Lithuania,25.273601,54.697375
1407,Karoliniškės Vido Maciulevičiaus g.,400,1,34.0,3/5,Karoliniškės,Vido Maciulevičiaus g.,Lithuania,25.205018,54.688955
1408,Viršuliškės Viršuliškių g.,200,1,16.56,3/9,Viršuliškės,Viršuliškių g.,Lithuania,25.2249903,54.7072538
1409,Senamiestis Gedimino pr.,1400,3,75.0,4/6,Senamiestis,Gedimino pr.,Lithuania,25.2824605,54.6865081
1410,Naujamiestis Smolensko g.,1400,3,102.0,4/4,Naujamiestis,Smolensko g.,Lithuania,25.2585443,54.6749755
1411,Užupis Polocko g.,360,2,28.09,1/3,Užupis,Polocko g.,Lithuania,25.3008276,54.6812167
1412,Antakalnis P.Vileišio g.,620,2,40.0,2/4,Antakalnis,P.Vileišio g.,Lithuania,25.311821157774403,54.71195935
1413,Šnipiškės Lvivo g.,700,2,40.0,5/6,Šnipiškės,Lvivo g.,Lithuania,25.2688417,54.6994753
1414,Baltupiai Ozo g.,580,1,30.0,4/9,Baltupiai,Ozo g.,Lithuania,25.2831395,54.7142794
1415,Žirmūnai Tuskulėnų g.,430,1,33.0,2/5,Žirmūnai,Tuskulėnų g.,Lithuania,25.2885331,54.703226
1416,Viršuliškės Juozo Rutkausko g.,1100,3,62.0,16/16,Viršuliškės,Juozo Rutkausko g.,Lithuania,24.121971,55.106184
1417,Senamiestis Aludarių g.,1000,2,46.0,4/5,Senamiestis,Aludarių g.,Lithuania,25.26602,54.686825
1418,Lazdynai Architektų g.,530,2,47.0,1/5,Lazdynai,Architektų g.,Lithuania,25.2164788,54.6787988
1419,Viršuliškės Tujų g.,650,3,65.0,3/5,Viršuliškės,Tujų g.,Lithuania,25.2299093,54.7032846
1420,Senamiestis Vokiečių g.,1300,2,57.0,2/5,Senamiestis,Vokiečių g.,Lithuania,25.2840381,54.6789287
1421,Fabijoniškės S.Stanevičiaus g.,330,1,35.0,9/9,Fabijoniškės,S.Stanevičiaus g.,Lithuania,25.246433,54.731814
1422,Žvėrynas Blindžių g.,1299,3,80.0,2/4,Žvėrynas,Blindžių g.,Lithuania,25.2450966,54.6986295
1423,Naujamiestis Naugarduko g.,750,2,38.0,2/4,Naujamiestis,Naugarduko g.,Lithuania,25.2753772,54.6767869
1424,Šiaurės miestelis J.Galvydžio g.,700,3,56.0,3/7,Šiaurės miestelis,J.Galvydžio g.,Lithuania,24.121971,55.106184
1425,Jeruzalė Jeruzalės g.,370,1,21.0,2/4,Jeruzalė,Jeruzalės g.,Lithuania,25.2778893,54.7441863
1426,Antakalnis Antakalnio g.,420,1,27.0,3/9,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
1427,Antakalnis Vytauto Žalakevičiaus g.,1000,3,73.0,1/5,Antakalnis,Vytauto Žalakevičiaus g.,Lithuania,25.783394,54.98187
1428,Žvėrynas Miglos g.,790,3,70.0,1/5,Žvėrynas,Miglos g.,Lithuania,25.247681,54.7015642
1429,Naujininkai Šaltkalvių g.,400,2,42.0,1/2,Naujininkai,Šaltkalvių g.,Lithuania,25.273605,54.661445
1430,Užupis Polocko g.,1450,2,50.0,2/4,Užupis,Polocko g.,Lithuania,25.3008276,54.6812167
1431,Žirmūnai Žirmūnų g.,600,2,47.0,2/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
1432,Senamiestis Bazilijonų g.,750,2,37.0,2/4,Senamiestis,Bazilijonų g.,Lithuania,25.2855354,54.6740589
1433,Santariškės Santariškių g.,900,4,85.39,3/4,Santariškės,Santariškių g.,Lithuania,25.2803027,54.7528454
1434,Lazdynėliai Lazdynėlių g.,750,2,46.0,2/4,Lazdynėliai,Lazdynėlių g.,Lithuania,25.1927074,54.663469
1435,Naujamiestis J.Basanavičiaus g.,650,2,57.0,4/4,Naujamiestis,J.Basanavičiaus g.,Lithuania,23.0523799,54.6364347
1436,Pašilaičiai Ukmergės g.,750,3,64.0,5/8,Pašilaičiai,Ukmergės g.,Lithuania,25.2256323,54.7405473
1437,Paupys Aukštaičių g.,1300,3,50.0,1/2,Paupys,Aukštaičių g.,Lithuania,25.3032805,54.6786994
1438,Šnipiškės Konstitucijos pr.,2400,3,92.0,18/29,Šnipiškės,Konstitucijos pr.,Lithuania,25.2706146,54.6975998
1439,Antakalnis Antakalnio g.,650,2,49.0,3/4,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
1440,Žemieji Paneriai Vaduvos g.,350,1,33.19,5/9,Žemieji Paneriai,Vaduvos g.,Lithuania,25.2056134,54.6436165
1441,Antakalnis M.Počobuto g.,450,1,40.0,1/3,Antakalnis,M.Počobuto g.,Lithuania,25.69133,55.09549
1442,Šnipiškės Rinktinės g.,800,2,36.0,3/9,Šnipiškės,Rinktinės g.,Lithuania,25.2876625,54.6964968
1443,Lazdynėliai M.Mironaitės g.,850,3,75.66,4/6,Lazdynėliai,M.Mironaitės g.,Lithuania,24.121971,55.106184
1444,Fabijoniškės Salomėjos Nėries g.,550,2,57.0,2/12,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
1445,Markučiai Paplaujos g.,650,2,39.0,3/5,Markučiai,Paplaujos g.,Lithuania,25.3150449,54.6793174
1446,Senamiestis Gedimino pr.,1500,2,54.22,4/6,Senamiestis,Gedimino pr.,Lithuania,25.2824605,54.6865081
1447,Antakalnis P.Vileišio g.,600,2,47.0,4/5,Antakalnis,P.Vileišio g.,Lithuania,25.311821157774403,54.71195935
1448,Fabijoniškės Salomėjos Nėries g.,500,2,33.0,10/16,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
1449,Šnipiškės Rinktinės g.,450,1,28.0,1/3,Šnipiškės,Rinktinės g.,Lithuania,25.2876625,54.6964968
1450,Žirmūnai Žirmūnų g.,400,1,30.0,5/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
1451,Žvėrynas Saltoniškių g.,3900,4,205.69,10/10,Žvėrynas,Saltoniškių g.,Lithuania,25.260394,54.700248
1452,Baltupiai Vito Gerulaičio g.,530,1,24.0,4/5,Baltupiai,Vito Gerulaičio g.,Lithuania,24.121971,55.106184
1453,Senamiestis Trakų g.,600,2,25.0,2/2,Senamiestis,Trakų g.,Lithuania,25.2806889,54.6805537
1454,Šnipiškės Vito Gerulaičio g.,750,2,64.0,2/5,Šnipiškės,Vito Gerulaičio g.,Lithuania,25.274536,54.715568
1455,Pašilaičiai Žemynos g.,550,3,65.0,5/9,Pašilaičiai,Žemynos g.,Lithuania,25.2253933,54.7259967
1456,Lazdynai Architektų g.,450,2,48.0,4/5,Lazdynai,Architektų g.,Lithuania,25.2164788,54.6787988
1457,Jeruzalė Bitininkų g.,470,1,38.69,5/6,Jeruzalė,Bitininkų g.,Lithuania,25.2720408,54.7412661
1458,Senamiestis A.Jakšto g.,650,2,54.0,6/6,Senamiestis,A.Jakšto g.,Lithuania,25.287693,54.683127
1459,Pašilaičiai Žemynos g.,220,1,17.0,1/9,Pašilaičiai,Žemynos g.,Lithuania,25.2253933,54.7259967
1460,Antakalnis V.Sezemano g.,800,3,70.0,3/3,Antakalnis,V.Sezemano g.,Lithuania,25.312009,54.705407
1461,Žirmūnai Žirmūnų g.,700,3,48.91,3/5,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
1462,Naujamiestis Gerosios Vilties g.,350,1,33.0,5/5,Naujamiestis,Gerosios Vilties g.,Lithuania,25.246189,54.669892
1463,Pašilaičiai Laisvės pr.,500,2,45.0,2/5,Pašilaičiai,Laisvės pr.,Lithuania,25.2372018,54.7296563
1464,Naujamiestis Smolensko g.,750,2,41.0,7/8,Naujamiestis,Smolensko g.,Lithuania,25.2585443,54.6749755
1465,Pilaitė Gilužio g.,990,3,60.92,1/3,Pilaitė,Gilužio g.,Lithuania,25.1793994,54.7019012
1466,Naujamiestis Smolensko g.,1900,4,148.0,4/4,Naujamiestis,Smolensko g.,Lithuania,25.2585443,54.6749755
1467,Senamiestis Bazilijonų g.,1500,3,72.0,1/4,Senamiestis,Bazilijonų g.,Lithuania,25.2855354,54.6740589
1468,Naujamiestis J.Jasinskio g.,900,2,54.0,2/5,Naujamiestis,J.Jasinskio g.,Lithuania,25.2597265,54.6861921
1469,Šnipiškės Olimpiečių g.,1900,4,145.91,4/6,Šnipiškės,Olimpiečių g.,Lithuania,25.273601,54.697375
1470,Senamiestis Didžioji g.,950,2,39.78,3/3,Senamiestis,Didžioji g.,Lithuania,21.1334853,55.7105565
1471,Senamiestis Didžioji g.,2000,3,79.51,2/3,Senamiestis,Didžioji g.,Lithuania,21.1334853,55.7105565
1472,Senamiestis Didžioji g.,1300,3,53.76,3/3,Senamiestis,Didžioji g.,Lithuania,21.1334853,55.7105565
1473,Antakalnis Tverečiaus g.,400,1,30.0,2/5,Antakalnis,Tverečiaus g.,Lithuania,25.3189678,54.7164695
1474,Šeškinė Siesikų g.,500,1,30.0,1/8,Šeškinė,Siesikų g.,Lithuania,25.2540264,54.7068111
1475,Pilaitė Vydūno g.,450,2,51.0,1/5,Pilaitė,Vydūno g.,Lithuania,25.18829606875669,54.7071226
1476,Antakalnis Antakalnio g.,500,2,42.16,1/4,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
1477,Pašilaičiai Gabijos g.,850,3,65.0,2/5,Pašilaičiai,Gabijos g.,Lithuania,25.2236397,54.7313146
1478,Žirmūnai Rinktinės g.,400,1,20.0,5/5,Žirmūnai,Rinktinės g.,Lithuania,25.2876758,54.703055
1479,Naujamiestis M.K.Čiurlionio g.,2200,5,260.0,5/5,Naujamiestis,M.K.Čiurlionio g.,Lithuania,25.264768,54.680141
1480,Pašilaičiai Pašilaičių g.,350,1,36.0,1/9,Pašilaičiai,Pašilaičių g.,Lithuania,25.2316746,54.7314012
1481,Šeškinė Dūkštų g.,480,2,50.0,2/9,Šeškinė,Dūkštų g.,Lithuania,25.2388274,54.7123434
1482,Fabijoniškės Salomėjos Nėries g.,600,2,52.0,1/12,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
1483,Senamiestis Gedimino pr.,1250,2,60.0,4/5,Senamiestis,Gedimino pr.,Lithuania,25.2824605,54.6865081
1484,Naujamiestis Skroblų g.,590,1,30.49,5/7,Naujamiestis,Skroblų g.,Lithuania,25.254835,54.670731
1485,Šnipiškės Krokuvos g.,700,1,31.0,4/6,Šnipiškės,Krokuvos g.,Lithuania,25.285138,54.6966918
1486,Senamiestis Pylimo g.,990,3,67.32,1/4,Senamiestis,Pylimo g.,Lithuania,25.283634,54.6752973
1487,Lazdynai Architektų g.,550,3,60.9,2/4,Lazdynai,Architektų g.,Lithuania,25.2164788,54.6787988
1488,Senamiestis A.Rotundo g.,2800,4,114.0,5/6,Senamiestis,A.Rotundo g.,Lithuania,25.287693,54.683127
1489,Šnipiškės Olimpiečių g.,1300,3,60.0,4/4,Šnipiškės,Olimpiečių g.,Lithuania,25.273601,54.697375
1490,Senamiestis Šiltadaržio g.,780,2,42.0,1/1,Senamiestis,Šiltadaržio g.,Lithuania,25.2916215,54.6843316
1491,Fabijoniškės Salomėjos Nėries g.,500,2,50.65,2/12,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
1492,Senamiestis Dainavos g.,950,2,50.0,4/5,Senamiestis,Dainavos g.,Lithuania,23.3166804,55.9238556
1493,Lazdynai Architektų g.,400,1,33.08,3/5,Lazdynai,Architektų g.,Lithuania,25.2164788,54.6787988
1494,Karoliniškės Dariaus Gerbutavičiaus g.,500,2,47.0,4/5,Karoliniškės,Dariaus Gerbutavičiaus g.,Lithuania,25.210939,54.693555
1495,Šnipiškės Daugėliškio g.,1200,3,77.08,2/5,Šnipiškės,Daugėliškio g.,Lithuania,25.2725536,54.7004606
1496,Šnipiškės Herkaus Manto g.,380,1,18.0,1/3,Šnipiškės,Herkaus Manto g.,Lithuania,25.269068,54.699929
1497,Šnipiškės Konstitucijos pr.,1700,2,130.0,13/27,Šnipiškės,Konstitucijos pr.,Lithuania,25.2706146,54.6975998
1498,Karoliniškės Algimanto Petro Kavoliuko g.,650,2,38.0,1/5,Karoliniškės,Algimanto Petro Kavoliuko g.,Lithuania,25.21827851645063,54.6953297
1499,Verkiai Verkių g.,2000,5,142.0,3/3,Verkiai,Verkių g.,Lithuania,25.3467284,54.7614831
1500,Šeškinė Šeškinės g.,460,2,51.0,6/16,Šeškinė,Šeškinės g.,Lithuania,25.242989,54.7161316
1501,Pašilaičiai Pašilaičių g.,550,3,66.0,2/9,Pašilaičiai,Pašilaičių g.,Lithuania,25.2316746,54.7314012
1502,Senamiestis Sodų g.,2300,4,98.0,3/4,Senamiestis,Sodų g.,Lithuania,23.2457351,54.420003
1503,Žirmūnai Žirmūnų g.,550,2,58.88,11/12,Žirmūnai,Žirmūnų g.,Lithuania,25.3050482,54.7157121
1504,Šiaurės miestelis Žygio g.,650,2,55.0,3/9,Šiaurės miestelis,Žygio g.,Lithuania,24.121971,55.106184
1505,Senamiestis Bernardinų g.,650,2,53.0,3/3,Senamiestis,Bernardinų g.,Lithuania,25.2898263,54.6841157
1506,Naujamiestis Eglių g.,480,1,36.0,2/5,Naujamiestis,Eglių g.,Lithuania,22.7434842,55.0843441
1507,Naujamiestis Naugarduko g.,250,1,30.0,1/5,Naujamiestis,Naugarduko g.,Lithuania,25.2753772,54.6767869
1508,Šiaurės miestelis Apkasų g.,650,2,44.5,3/5,Šiaurės miestelis,Apkasų g.,Lithuania,24.121971,55.106184
1509,Pilaitė Karaliaučiaus g.,450,1,32.0,2/5,Pilaitė,Karaliaučiaus g.,Lithuania,25.1759723,54.7135023
1510,Pilaitė Helsinkio g.,700,2,43.0,3/3,Pilaitė,Helsinkio g.,Lithuania,21.867528,55.325639
1511,Antakalnis Nemenčinės pl.,180,1,36.0,2/2,Antakalnis,Nemenčinės pl.,Lithuania,25.319595220530616,54.724156199999996
1512,Antakalnis Kanklių g.,500,2,49.0,1/5,Antakalnis,Kanklių g.,Lithuania,25.3219971,54.7053519
1513,Senamiestis A.Rotundo g.,830,2,55.0,2/5,Senamiestis,A.Rotundo g.,Lithuania,25.287693,54.683127
1514,Pašilaičiai Virbeliškių g.,890,3,66.43,5/7,Pašilaičiai,Virbeliškių g.,Lithuania,25.2176973,54.7293428
1515,Senamiestis Maironio g.,700,2,52.0,3/3,Senamiestis,Maironio g.,Lithuania,25.2998145,54.6774003
1516,Senamiestis Gynėjų g.,500,1,21.0,2/4,Senamiestis,Gynėjų g.,Lithuania,22.250943,55.983929
1517,Senamiestis M.Daukšos g.,520,2,40.0,1/2,Senamiestis,M.Daukšos g.,Lithuania,25.287693,54.683127
1518,Visoriai Germanto g.,730,2,65.0,2/2,Visoriai,Germanto g.,Lithuania,25.2574618,54.7484927
1519,Naujamiestis S.Konarskio g.,400,2,48.0,3/5,Naujamiestis,S.Konarskio g.,Lithuania,25.264768,54.680141
1520,Antakalnis Vytauto Žalakevičiaus g.,1800,3,100.0,6/7,Antakalnis,Vytauto Žalakevičiaus g.,Lithuania,25.783394,54.98187
1521,Naujamiestis Savanorių pr.,280,1,21.0,7/9,Naujamiestis,Savanorių pr.,Lithuania,25.2539717,54.6768665
1522,Naujoji Vilnia Pergalės g.,170,1,16.0,2/4,Naujoji Vilnia,Pergalės g.,Lithuania,25.4108643,54.6922225
1523,Naujininkai Kapsų g.,200,1,19.5,3/5,Naujininkai,Kapsų g.,Lithuania,25.2800463,54.6606221
1524,Naujoji Vilnia Pramonės g.,250,1,20.0,4/4,Naujoji Vilnia,Pramonės g.,Lithuania,25.440378,54.6952323
1525,Grigiškės Kunigiškių g.,600,2,52.0,2/5,Grigiškės,Kunigiškių g.,Lithuania,25.0920912,54.6719349
1526,Šnipiškės Kalvarijų g.,540,2,46.48,5/5,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
1527,Šeškinė Šeškinės g.,460,2,52.0,6/16,Šeškinė,Šeškinės g.,Lithuania,25.242989,54.7161316
1528,Pilaitė Priegliaus g.,500,1,34.0,3/9,Pilaitė,Priegliaus g.,Lithuania,25.1867437,54.7119404
1529,Fabijoniškės P.Žadeikos g.,330,1,20.0,9/14,Fabijoniškės,P.Žadeikos g.,Lithuania,25.246433,54.731814
1530,Bajorai Jono Kairiūkščio g.,700,2,40.0,1/7,Bajorai,Jono Kairiūkščio g.,Lithuania,21.222038,55.871281
1531,Bajorai Jono Kairiūkščio g.,740,2,47.0,4/7,Bajorai,Jono Kairiūkščio g.,Lithuania,21.222038,55.871281
1532,Šnipiškės Giedraičių g.,1000,2,51.0,3/9,Šnipiškės,Giedraičių g.,Lithuania,25.278242,54.6973462
1533,Šnipiškės Linkmenų g.,750,2,48.0,5/6,Šnipiškės,Linkmenų g.,Lithuania,25.2690681,54.6999287
1534,Šnipiškės Kalvarijų g.,420,1,30.0,2/2,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
1535,Baltupiai Didlaukio g.,450,1,32.0,7/9,Baltupiai,Didlaukio g.,Lithuania,25.2784789,54.7275851
1536,Lazdynėliai Jonažolių g.,650,2,53.27,8/9,Lazdynėliai,Jonažolių g.,Lithuania,25.2148876,54.666674
1537,Naujamiestis Žemaitės g.,750,2,45.0,9/9,Naujamiestis,Žemaitės g.,Lithuania,25.2588027,54.6703567
1538,Antakalnis Vytauto Žalakevičiaus g.,780,2,51.0,1/6,Antakalnis,Vytauto Žalakevičiaus g.,Lithuania,25.783394,54.98187
1539,Šnipiškės Linkmenų g.,1500,3,83.0,5/5,Šnipiškės,Linkmenų g.,Lithuania,25.2690681,54.6999287
1540,Pavilnys Gurių g.,650,2,64.75,3/3,Pavilnys,Gurių g.,Lithuania,25.3391484,54.6628951
1541,Antakalnis Tverečiaus g.,550,2,43.0,4/5,Antakalnis,Tverečiaus g.,Lithuania,25.3189678,54.7164695
1542,Naujamiestis Panerių g.,499,1,29.0,1/2,Naujamiestis,Panerių g.,Lithuania,25.2611411,54.6675994
1543,Pašilaičiai Jurgio Baltrušaičio g.,690,2,56.0,9/9,Pašilaičiai,Jurgio Baltrušaičio g.,Lithuania,25.228239,54.711003
1544,Viršuliškės Viršilų g.,620,2,59.0,10/23,Viršuliškės,Viršilų g.,Lithuania,25.2171297,54.7013381
1545,Fabijoniškės Salomėjos Nėries g.,380,1,40.0,4/5,Fabijoniškės,Salomėjos Nėries g.,Lithuania,25.572202,54.870773
1546,Fabijoniškės Fabijoniškių g.,500,2,52.0,3/9,Fabijoniškės,Fabijoniškių g.,Lithuania,25.2374099,54.7315103
1547,Naujoji Vilnia Pramonės g.,280,1,20.73,5/5,Naujoji Vilnia,Pramonės g.,Lithuania,25.440378,54.6952323
1548,Justiniškės Taikos g.,400,1,40.0,2/5,Justiniškės,Taikos g.,Lithuania,25.2228709,54.7211373
1549,Šnipiškės Kalvarijų g.,750,2,69.12,1/3,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
1550,Vilkpėdė Skroblų g.,420,1,24.0,2/5,Vilkpėdė,Skroblų g.,Lithuania,25.256417,54.6702969
1551,Karoliniškės Loretos Asanavičiūtės g.,350,1,32.82,2/5,Karoliniškės,Loretos Asanavičiūtės g.,Lithuania,25.196673,54.683074
1552,Naujamiestis Smolensko g.,1900,4,148.0,4/4,Naujamiestis,Smolensko g.,Lithuania,25.2585443,54.6749755
1553,Antakalnis Antakalnio g.,520,3,65.0,1/4,Antakalnis,Antakalnio g.,Lithuania,25.3171585,54.7195619
1554,Senamiestis Gedimino pr.,850,2,50.0,2/4,Senamiestis,Gedimino pr.,Lithuania,25.2824605,54.6865081
1555,Karoliniškės Dariaus Gerbutavičiaus g.,160,1,14.0,3/5,Karoliniškės,Dariaus Gerbutavičiaus g.,Lithuania,25.210939,54.693555
1556,Baltupiai Jurgio Lebedžio g.,500,1,23.0,3/5,Baltupiai,Jurgio Lebedžio g.,Lithuania,24.121971,55.106184
1557,Viršuliškės Viršuliškių g.,395,1,32.59,8/9,Viršuliškės,Viršuliškių g.,Lithuania,25.2249903,54.7072538
1558,Šnipiškės Olimpiečių g.,1100,2,43.0,4/4,Šnipiškės,Olimpiečių g.,Lithuania,25.273601,54.697375
1559,Antakalnis Vytauto Žalakevičiaus g.,750,2,52.0,1/5,Antakalnis,Vytauto Žalakevičiaus g.,Lithuania,25.783394,54.98187
1560,Žvėrynas Latvių g.,1500,3,91.0,2/4,Žvėrynas,Latvių g.,Lithuania,25.2534295,54.6949413
1561,Antakalnis L.Sapiegos g.,750,2,54.0,5/6,Antakalnis,L.Sapiegos g.,Lithuania,25.312009,54.705407
1562,Žirmūnai Jurgio Lebedžio g.,590,2,30.17,3/5,Žirmūnai,Jurgio Lebedžio g.,Lithuania,25.228239,54.711003
1563,Justiniškės Justiniškių g.,600,3,67.0,1/9,Justiniškės,Justiniškių g.,Lithuania,25.2221629,54.7175726
1564,Pilaitė Simono Grunau g.,750,3,65.0,3/4,Pilaitė,Simono Grunau g.,Lithuania,25.16486,54.710862
1565,Šnipiškės Lvivo g.,800,2,45.0,6/7,Šnipiškės,Lvivo g.,Lithuania,25.2688417,54.6994753
1566,Senamiestis Subačiaus g.,1100,2,74.0,2/3,Senamiestis,Subačiaus g.,Lithuania,25.2964286,54.6765474
1567,Lazdynai Architektų g.,400,1,33.0,5/5,Lazdynai,Architektų g.,Lithuania,25.2164788,54.6787988
1568,Šnipiškės Rinktinės g.,799,2,38.5,4/6,Šnipiškės,Rinktinės g.,Lithuania,25.2876625,54.6964968
1569,Senamiestis Tilto g.,1100,2,72.0,2/2,Senamiestis,Tilto g.,Lithuania,25.2817712,54.6892593
1570,Žvėrynas Studentų g.,450,1,18.0,5/5,Žvėrynas,Studentų g.,Lithuania,25.2575185,54.6955659
1571,Jeruzalė Ateities g.,500,2,50.0,4/6,Jeruzalė,Ateities g.,Lithuania,25.2681728,54.7376318
1572,Naujamiestis A.Vivulskio g.,350,1,23.69,0/4,Naujamiestis,A.Vivulskio g.,Lithuania,25.264768,54.680141
1573,Justiniškės Rygos g.,750,1,47.42,1/10,Justiniškės,Rygos g.,Lithuania,25.2219966,54.7167438
1574,Lazdynėliai Jonažolių g.,790,3,87.77,3/6,Lazdynėliai,Jonažolių g.,Lithuania,25.2148876,54.666674
1575,Senamiestis Vingrių g.,600,1,30.0,3/4,Senamiestis,Vingrių g.,Lithuania,25.2758803,54.6800552
1576,Šnipiškės Kalvarijų g.,350,1,33.0,5/9,Šnipiškės,Kalvarijų g.,Lithuania,25.2817254,54.6949273
1577,Antakalnis Moliakalnio g.,350,1,40.0,1/2,Antakalnis,Moliakalnio g.,Lithuania,25.3634888,54.7193006
1578,Užupis Krivūlės g.,1200,3,57.0,3/4,Užupis,Krivūlės g.,Lithuania,25.3040905,54.6778064
1579,Naujamiestis A.Vivulskio g.,550,1,28.0,1/3,Naujamiestis,A.Vivulskio g.,Lithuania,25.264768,54.680141
